artist,date,rank,streams,title
Taylor Swift,2017-12-29,102,257090,...Ready For It?
Thomas Rhett,2017-12-29,103,256968,Marry Me
Huncho Jack,2017-12-29,104,256106,Motorcycle Patches
Kodak Black,2017-12-29,105,255866,Tunnel Vision
Zac Efron,2017-12-29,106,255483,Rewrite The Stars
Tay-K,2017-12-29,107,255374,The Race
2 Chainz,2017-12-29,108,255061,It's A Vibe
Big Sean,2017-12-29,109,254392,Bounce Back
Kodak Black,2017-12-29,110,253431,Transportin'
ZAYN,2017-12-29,111,250119,Dusk Till Dawn - Radio Edit
Martin Garrix,2017-12-29,112,249623,So Far Away
Maroon 5,2017-12-29,113,249348,Wait
Drake,2017-12-29,114,245744,Passionfruit
Kendrick Lamar,2017-12-29,115,240421,LOYALTY. FEAT. RIHANNA.
The Chainsmokers,2017-12-29,116,240295,Something Just Like This
Lauv,2017-12-29,117,238985,I Like Me Better
GoldLink,2017-12-29,118,238684,Crew
blackbear,2017-12-29,119,238261,do re mi
XXXTENTACION,2017-12-29,120,234490,Everybody Dies In Their Nightmares
J. Cole,2017-12-29,121,232803,No Role Modelz
Migos,2017-12-29,122,230605,T-Shirt
Huncho Jack,2017-12-29,123,229215,Huncho Jack
Playboi Carti,2017-12-29,124,226501,wokeuplikethis*
Niall Horan,2017-12-29,125,226349,Slow Hands
Trippie Redd,2017-12-29,126,225974,Dark Knight Dummo (Feat. Travis Scott)
Ozuna,2017-12-29,127,225947,La Modelo
The Chainsmokers,2017-12-29,128,225937,Closer
The Weeknd,2017-12-29,129,225550,Starboy
DJ Khaled,2017-12-29,130,225082,Wild Thoughts
Camila Cabello,2017-12-29,131,224856,Havana - Remix
XXXTENTACION,2017-12-29,132,223244,Look At Me!
Hugh Jackman,2017-12-29,133,222993,The Greatest Show
Maluma,2017-12-29,134,222238,Corazón
LANCO,2017-12-29,135,221496,Greatest Love Story
Keala Settle,2017-12-29,136,221284,This Is Me
Chris Brown,2017-12-29,137,221035,Pills & Automobiles
Thomas Rhett,2017-12-29,138,217197,Unforgettable
Shawn Mendes,2017-12-29,139,216592,There's Nothing Holdin' Me Back
Lil Uzi Vert,2017-12-29,140,216107,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix
Kesha,2017-12-29,141,214114,Praying
Big Shaq,2017-12-29,142,211385,Man's Not Hot
Jaden Smith,2017-12-29,143,211110,Icon
Bad Bunny,2017-12-29,144,209428,Sensualidad
SZA,2017-12-29,145,208905,The Weekend - Funk Wav Remix
Julia Michaels,2017-12-29,146,208729,Issues
Jason Derulo,2017-12-29,147,208329,Tip Toe (feat. French Montana)
Aminé,2017-12-29,148,207375,Caroline
Drake,2017-12-29,149,206680,Fake Love
Ozuna,2017-12-29,150,204827,Se Preparó
Travis Scott,2017-12-29,151,204291,beibs in the trap
Post Malone,2017-12-29,152,203604,No Option
Brett Young,2017-12-29,153,202570,In Case You Didn't Know
DRAM,2017-12-29,154,202296,Broccoli (feat. Lil Yachty)
Zedd,2017-12-29,155,202123,Stay
Jon Pardi,2017-12-29,156,201289,Heartache On The Dance Floor
Trippie Redd,2017-12-29,157,199544,Love Scars
Huncho Jack,2017-12-29,158,198588,Saint Laurent Mask
Loren Allred,2017-12-29,159,198454,Never Enough
ZAYN,2017-12-29,160,197720,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
Farruko,2017-12-29,161,197352,Krippy Kush - Remix
6ix9ine,2017-12-29,162,197202,KOODA
6LACK,2017-12-29,163,196386,PRBLMS
Drake,2017-12-29,164,196320,One Dance
Russell Dickerson,2017-12-29,165,196300,Yours
Bryson Tiller,2017-12-29,166,196162,Don't
N.E.R.D,2017-12-29,167,195392,Lemon
Drake,2017-12-29,168,194473,Portland
Dua Lipa,2017-12-29,169,193058,IDGAF
Tee Grizzley,2017-12-29,170,193026,First Day Out
Bryson Tiller,2017-12-29,171,192873,Exchange
Lil Uzi Vert,2017-12-29,172,192749,Money Longer
Ziv Zaifman,2017-12-29,173,190087,A Million Dreams
Kygo,2017-12-29,174,189589,It Ain't Me (with Selena Gomez)
Luke Combs,2017-12-29,175,189398,When It Rains It Pours
Rae Sremmurd,2017-12-29,176,188128,Swang
Calvin Harris,2017-12-29,177,187739,Slide
21 Savage,2017-12-29,178,187440,X (feat. Future)
NAV,2017-12-29,179,186586,Myself
Macklemore,2017-12-29,180,185595,Glorious (feat. Skylar Grey)
Tee Grizzley,2017-12-29,181,185362,From The D To The A (feat. Lil Yachty)
Becky G,2017-12-29,182,185069,Mayores
Taylor Swift,2017-12-29,183,184486,Gorgeous
The Weeknd,2017-12-29,184,183813,Die For You
Halsey,2017-12-29,185,183780,Now Or Never
Big Sean,2017-12-29,186,183647,Pull Up N Wreck (& Metro Boomin)
Hugh Jackman,2017-12-29,187,182086,The Other Side
Lil Skies,2017-12-29,188,181739,Nowadays (feat. Landon Cube)
Walker Hayes,2017-12-29,189,180662,You Broke Up with Me
Thomas Rhett,2017-12-29,190,180621,Craving You
Ed Sheeran,2017-12-29,191,178729,Galway Girl
Russ,2017-12-29,192,178012,What They Want
Huncho Jack,2017-12-29,193,177728,How U Feel
Khalid,2017-12-29,194,176729,Saved
Chris Young,2017-12-29,195,176644,Losing Sleep
Huncho Jack,2017-12-29,196,176444,Moon Rock
Chance The Rapper,2017-12-29,197,176100,No Problem (feat. Lil Wayne & 2 Chainz)
6LACK,2017-12-29,198,175508,Ex Calling
Huncho Jack,2017-12-29,199,175169,Go
Huncho Jack,2017-12-29,200,175143,Where U From
Post Malone,2017-12-30,1,1420928,rockstar
G-Eazy,2017-12-30,2,970781,No Limit
Post Malone,2017-12-30,3,941405,I Fall Apart
Cardi B,2017-12-30,4,894780,Bartier Cardi (feat. 21 Savage)
Lil Pump,2017-12-30,5,868081,Gucci Gang
Offset,2017-12-30,6,813007,Ric Flair Drip (& Metro Boomin)
G-Eazy,2017-12-30,7,759618,Him & I (with Halsey)
Camila Cabello,2017-12-30,8,752132,Havana
Lil Uzi Vert,2017-12-30,9,737351,XO TOUR Llif3
Post Malone,2017-12-30,10,689933,Candy Paint
21 Savage,2017-12-30,11,689069,Bank Account
Kodak Black,2017-12-30,12,652454,Codeine Dreaming (feat. Lil Wayne)
NF,2017-12-30,13,641318,Let You Down
Migos,2017-12-30,14,614327,MotorSport
Famous Dex,2017-12-30,15,608402,Pick It Up (feat. A$AP Rocky)
Ed Sheeran,2017-12-30,16,606462,Perfect
Sam Smith,2017-12-30,17,605589,Too Good At Goodbyes
Post Malone,2017-12-30,18,604535,Congratulations
Kendrick Lamar,2017-12-30,19,599667,HUMBLE.
Eminem,2017-12-30,20,593083,River (feat. Ed Sheeran)
Kendrick Lamar,2017-12-30,21,578647,LOVE. FEAT. ZACARI.
A$AP Ferg,2017-12-30,22,572318,Plain Jane
Selena Gomez,2017-12-30,23,565195,Wolves
Logic,2017-12-30,24,555100,1-800-273-8255
Cardi B,2017-12-30,25,548169,Bodak Yellow
Khalid,2017-12-30,26,545971,Young Dumb & Broke
Bebe Rexha,2017-12-30,27,539281,Meant to Be (feat. Florida Georgia Line)
Dua Lipa,2017-12-30,28,538612,New Rules
Gucci Mane,2017-12-30,29,517752,I Get The Bag (feat. Migos)
Miguel,2017-12-30,30,513441,Sky Walker
Marshmello,2017-12-30,31,499168,Silence
Hailee Steinfeld,2017-12-30,32,497722,"Let Me Go (with Alesso, Florida Georgia Line & watt)"
Halsey,2017-12-30,33,492278,Bad At Love
Travis Scott,2017-12-30,34,491311,goosebumps
Travis Scott,2017-12-30,35,480760,Butterfly Effect
Lil Xan,2017-12-30,36,474346,Betrayed
Maroon 5,2017-12-30,37,473213,What Lovers Do (feat. SZA)
French Montana,2017-12-30,38,454581,Unforgettable
Kodak Black,2017-12-30,39,449458,Roll In Peace (feat. XXXTENTACION)
Khalid,2017-12-30,40,448118,Location
Imagine Dragons,2017-12-30,41,445094,Thunder
Lil Uzi Vert,2017-12-30,42,429119,The Way Life Goes (feat. Oh Wonder)
Demi Lovato,2017-12-30,43,424167,Sorry Not Sorry
NAV,2017-12-30,44,423288,Wanted You (feat. Lil Uzi Vert)
Huncho Jack,2017-12-30,45,416616,Saint
XXXTENTACION,2017-12-30,46,413600,Jocelyn Flores
Taylor Swift,2017-12-30,47,410847,End Game
Demi Lovato,2017-12-30,48,406740,Tell Me You Love Me
Ed Sheeran,2017-12-30,49,397599,Perfect Duet (Ed Sheeran & Beyoncé)
Migos,2017-12-30,50,397418,Slippery (feat. Gucci Mane)
Camila Cabello,2017-12-30,51,381993,Never Be the Same
Ed Sheeran,2017-12-30,52,376830,Shape of You
YBN Nahmir,2017-12-30,53,370142,Rubbin Off The Paint
A Boogie Wit da Hoodie,2017-12-30,54,364229,Drowning (feat. Kodak Black)
XXXTENTACION,2017-12-30,55,363996,Fuck Love (feat. Trippie Redd)
Migos,2017-12-30,56,362512,Stir Fry
Huncho Jack,2017-12-30,57,360600,Dubai Shit
21 Savage,2017-12-30,58,355372,Ghostface Killers
Kendrick Lamar,2017-12-30,59,346129,DNA.
Imagine Dragons,2017-12-30,60,331331,Believer
6ix9ine,2017-12-30,61,325079,GUMMO
Post Malone,2017-12-30,62,324301,Go Flex
Future,2017-12-30,63,320810,Mask Off
Charlie Puth,2017-12-30,64,320294,How Long
Childish Gambino,2017-12-30,65,320027,Redbone
Sam Hunt,2017-12-30,66,312470,Body Like A Back Road
Portugal. The Man,2017-12-30,67,311788,Feel It Still
Luis Fonsi,2017-12-30,68,307516,Despacito - Remix
Yo Gotti,2017-12-30,69,307418,Rake It Up
Big Sean,2017-12-30,70,302727,Go Legend (& Metro Boomin)
Playboi Carti,2017-12-30,71,300017,Magnolia
Machine Gun Kelly,2017-12-30,72,295990,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)"
Post Malone,2017-12-30,73,294734,White Iverson
Trouble,2017-12-30,74,294213,Bring It Back (with Drake & Mike WiLL Made-It)
Charlie Puth,2017-12-30,75,289287,Attention
SZA,2017-12-30,76,288675,Love Galore
BTS,2017-12-30,77,287719,MIC Drop (feat. Desiigner) [Steve Aoki Remix]
A$AP Ferg,2017-12-30,78,286909,Plain Jane REMIX
DJ Khaled,2017-12-30,79,285647,I'm the One
KYLE,2017-12-30,80,283455,iSpy (feat. Lil Yachty)
J Balvin,2017-12-30,81,282274,Mi Gente
Bruno Mars,2017-12-30,82,279651,That's What I Like
G-Eazy,2017-12-30,83,277573,Sober
Huncho Jack,2017-12-30,84,277214,Modern Slavery
Camila Cabello,2017-12-30,85,276986,Real Friends
Migos,2017-12-30,86,274835,Bad and Boujee (feat. Lil Uzi Vert)
Rich The Kid,2017-12-30,87,272252,New Freezer (feat. Kendrick Lamar)
Quality Control,2017-12-30,88,270303,Ice Tray
Huncho Jack,2017-12-30,89,267793,Black & Chinese
Russ,2017-12-30,90,267571,Losin Control
Clean Bandit,2017-12-30,91,266610,I Miss You (feat. Julia Michaels)
Luis Fonsi,2017-12-30,92,265865,Échame La Culpa
Lil Uzi Vert,2017-12-30,93,265315,Sauce It Up
SZA,2017-12-30,94,260915,The Weekend
James Arthur,2017-12-30,95,260399,Say You Won't Let Go
Huncho Jack,2017-12-30,96,259540,Eye 2 Eye
Kodak Black,2017-12-30,97,259326,Tunnel Vision
Taylor Swift,2017-12-30,98,258616,Look What You Made Me Do
Drake,2017-12-30,99,258607,Passionfruit
Liam Payne,2017-12-30,100,258299,Strip That Down
Big Sean,2017-12-30,101,251964,Bounce Back
Young Thug,2017-12-30,102,251029,Relationship (feat. Future)
Bad Bunny,2017-12-30,103,250212,Sensualidad
Zac Efron,2017-12-30,104,249942,Rewrite The Stars
2 Chainz,2017-12-30,105,249358,It's A Vibe
Kane Brown,2017-12-30,106,248939,What Ifs
Kendrick Lamar,2017-12-30,107,248582,LOYALTY. FEAT. RIHANNA.
Kodak Black,2017-12-30,108,244765,Transportin'
Tay-K,2017-12-30,109,243291,The Race
blackbear,2017-12-30,110,242231,do re mi
Taylor Swift,2017-12-30,111,239735,Delicate
The Chainsmokers,2017-12-30,112,238719,Something Just Like This
Taylor Swift,2017-12-30,113,237744,...Ready For It?
Migos,2017-12-30,114,236856,T-Shirt
ZAYN,2017-12-30,115,233589,Dusk Till Dawn - Radio Edit
Martin Garrix,2017-12-30,116,229921,So Far Away
The Chainsmokers,2017-12-30,117,229757,Closer
Maroon 5,2017-12-30,118,228942,Wait
The Weeknd,2017-12-30,119,228349,Starboy
Playboi Carti,2017-12-30,120,227494,wokeuplikethis*
Trippie Redd,2017-12-30,121,227368,Dark Knight Dummo (Feat. Travis Scott)
J. Cole,2017-12-30,122,226192,No Role Modelz
Thomas Rhett,2017-12-30,123,225933,Marry Me
XXXTENTACION,2017-12-30,124,225787,Everybody Dies In Their Nightmares
GoldLink,2017-12-30,125,224299,Crew
Huncho Jack,2017-12-30,126,223370,Motorcycle Patches
Hugh Jackman,2017-12-30,127,221248,The Greatest Show
DJ Khaled,2017-12-30,128,220929,Wild Thoughts
Jaden Smith,2017-12-30,129,220734,Icon
XXXTENTACION,2017-12-30,130,219597,Look At Me!
Ozuna,2017-12-30,131,218611,La Modelo
Lauv,2017-12-30,132,217765,I Like Me Better
Keala Settle,2017-12-30,133,217737,This Is Me
Niall Horan,2017-12-30,134,217401,Slow Hands
Chris Brown,2017-12-30,135,217028,Pills & Automobiles
Big Shaq,2017-12-30,136,216659,Man's Not Hot
Camila Cabello,2017-12-30,137,216336,Havana - Remix
Maluma,2017-12-30,138,214914,Corazón
Drake,2017-12-30,139,213666,Fake Love
Shawn Mendes,2017-12-30,140,212630,There's Nothing Holdin' Me Back
Zedd,2017-12-30,141,208280,Stay
Lil Uzi Vert,2017-12-30,142,207225,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix
Julia Michaels,2017-12-30,143,206448,Issues
Drake,2017-12-30,144,204723,Portland
DRAM,2017-12-30,145,204695,Broccoli (feat. Lil Yachty)
Aminé,2017-12-30,146,204515,Caroline
Ozuna,2017-12-30,147,201803,Se Preparó
Thomas Rhett,2017-12-30,148,200014,Unforgettable
Drake,2017-12-30,149,199534,One Dance
Jason Derulo,2017-12-30,150,199377,Tip Toe (feat. French Montana)
ZAYN,2017-12-30,151,198698,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
Loren Allred,2017-12-30,152,197159,Never Enough
Travis Scott,2017-12-30,153,197134,beibs in the trap
Huncho Jack,2017-12-30,154,197114,Huncho Jack
Kygo,2017-12-30,155,196106,It Ain't Me (with Selena Gomez)
LANCO,2017-12-30,156,195435,Greatest Love Story
6ix9ine,2017-12-30,157,195081,KOODA
Post Malone,2017-12-30,158,194694,No Option
Lil Uzi Vert,2017-12-30,159,194155,Money Longer
Trippie Redd,2017-12-30,160,193628,Love Scars
Kesha,2017-12-30,161,193107,Praying
Rae Sremmurd,2017-12-30,162,192145,Swang
Calvin Harris,2017-12-30,163,191348,Slide
SZA,2017-12-30,164,191047,The Weekend - Funk Wav Remix
Ziv Zaifman,2017-12-30,165,190158,A Million Dreams
Bryson Tiller,2017-12-30,166,189300,Don't
6LACK,2017-12-30,167,188832,PRBLMS
Dua Lipa,2017-12-30,168,188306,IDGAF
N.E.R.D,2017-12-30,169,188109,Lemon
Brett Young,2017-12-30,170,187600,In Case You Didn't Know
21 Savage,2017-12-30,171,186710,X (feat. Future)
Tee Grizzley,2017-12-30,172,186633,First Day Out
Bryson Tiller,2017-12-30,173,185998,Exchange
Chance The Rapper,2017-12-30,174,185768,No Problem (feat. Lil Wayne & 2 Chainz)
Hugh Jackman,2017-12-30,175,181977,The Other Side
Jon Pardi,2017-12-30,176,181592,Heartache On The Dance Floor
Tee Grizzley,2017-12-30,177,180596,From The D To The A (feat. Lil Yachty)
Becky G,2017-12-30,178,180569,Mayores
Lil Uzi Vert,2017-12-30,179,179826,20 Min
Lil Skies,2017-12-30,180,179823,Nowadays (feat. Landon Cube)
NAV,2017-12-30,181,179675,Myself
Halsey,2017-12-30,182,178845,Now Or Never
Macklemore,2017-12-30,183,177346,Glorious (feat. Skylar Grey)
Natti Natasha,2017-12-30,184,176987,Criminal
Big Sean,2017-12-30,185,175846,Pull Up N Wreck (& Metro Boomin)
Russell Dickerson,2017-12-30,186,173839,Yours
Luke Combs,2017-12-30,187,173824,When It Rains It Pours
Russ,2017-12-30,188,173361,What They Want
Gucci Mane,2017-12-30,189,173161,Both (feat. Drake)
Migos,2017-12-30,190,172684,Danger (with Migos & Marshmello)
The Weeknd,2017-12-30,191,172106,Die For You
Huncho Jack,2017-12-30,192,171703,Saint Laurent Mask
Trippie Redd,2017-12-30,193,171223,Poles 1469
Ed Sheeran,2017-12-30,194,170206,Galway Girl
Metro Boomin,2017-12-30,195,169650,No Complaints
Khalid,2017-12-30,196,168848,Saved
Taylor Swift,2017-12-30,197,168496,Gorgeous
2 Chainz,2017-12-30,198,168377,4 AM
Young Thug,2017-12-30,199,167607,pick up the phone
6LACK,2017-12-30,200,167606,Ex Calling
Post Malone,2017-12-31,1,1530210,rockstar
G-Eazy,2017-12-31,2,1016584,No Limit
Cardi B,2017-12-31,3,950886,Bartier Cardi (feat. 21 Savage)
Post Malone,2017-12-31,4,939975,I Fall Apart
Lil Pump,2017-12-31,5,884672,Gucci Gang
G-Eazy,2017-12-31,6,870876,Him & I (with Halsey)
Camila Cabello,2017-12-31,7,844253,Havana
Offset,2017-12-31,8,821646,Ric Flair Drip (& Metro Boomin)
Lil Uzi Vert,2017-12-31,9,721939,XO TOUR Llif3
Post Malone,2017-12-31,10,697180,Candy Paint
21 Savage,2017-12-31,11,681720,Bank Account
Dua Lipa,2017-12-31,12,669229,New Rules
Kodak Black,2017-12-31,13,666817,Codeine Dreaming (feat. Lil Wayne)
Khalid,2017-12-31,14,665546,Young Dumb & Broke
Selena Gomez,2017-12-31,15,652042,Wolves
Migos,2017-12-31,16,623659,MotorSport
NF,2017-12-31,17,618775,Let You Down
Famous Dex,2017-12-31,18,614077,Pick It Up (feat. A$AP Rocky)
Sam Smith,2017-12-31,19,599218,Too Good At Goodbyes
Logic,2017-12-31,20,592496,1-800-273-8255
Ed Sheeran,2017-12-31,21,591302,Perfect
Post Malone,2017-12-31,22,589729,Congratulations
Eminem,2017-12-31,23,589477,River (feat. Ed Sheeran)
Kendrick Lamar,2017-12-31,24,582361,HUMBLE.
Bebe Rexha,2017-12-31,25,573505,Meant to Be (feat. Florida Georgia Line)
Hailee Steinfeld,2017-12-31,26,568133,"Let Me Go (with Alesso, Florida Georgia Line & watt)"
Kendrick Lamar,2017-12-31,27,564110,LOVE. FEAT. ZACARI.
Maroon 5,2017-12-31,28,563404,What Lovers Do (feat. SZA)
Cardi B,2017-12-31,29,562168,Bodak Yellow
A$AP Ferg,2017-12-31,30,551850,Plain Jane
Halsey,2017-12-31,31,544216,Bad At Love
Marshmello,2017-12-31,32,539236,Silence
Miguel,2017-12-31,33,520968,Sky Walker
Gucci Mane,2017-12-31,34,510045,I Get The Bag (feat. Migos)
Travis Scott,2017-12-31,35,508062,goosebumps
Lil Xan,2017-12-31,36,479356,Betrayed
Imagine Dragons,2017-12-31,37,472529,Thunder
Ed Sheeran,2017-12-31,38,468088,Shape of You
Luis Fonsi,2017-12-31,39,462934,Despacito - Remix
Travis Scott,2017-12-31,40,455349,Butterfly Effect
French Montana,2017-12-31,41,441314,Unforgettable
Portugal. The Man,2017-12-31,42,436713,Feel It Still
Khalid,2017-12-31,43,436409,Location
Camila Cabello,2017-12-31,44,436363,Never Be the Same
Kodak Black,2017-12-31,45,433332,Roll In Peace (feat. XXXTENTACION)
Demi Lovato,2017-12-31,46,432289,Tell Me You Love Me
Demi Lovato,2017-12-31,47,424287,Sorry Not Sorry
NAV,2017-12-31,48,420113,Wanted You (feat. Lil Uzi Vert)
Lil Uzi Vert,2017-12-31,49,414829,The Way Life Goes (feat. Oh Wonder)
Taylor Swift,2017-12-31,50,414273,End Game
XXXTENTACION,2017-12-31,51,403553,Jocelyn Flores
Huncho Jack,2017-12-31,52,402986,Saint
Migos,2017-12-31,53,398465,Slippery (feat. Gucci Mane)
Ed Sheeran,2017-12-31,54,395695,Perfect Duet (Ed Sheeran & Beyoncé)
Charlie Puth,2017-12-31,55,361631,How Long
XXXTENTACION,2017-12-31,56,360212,Fuck Love (feat. Trippie Redd)
YBN Nahmir,2017-12-31,57,359801,Rubbin Off The Paint
Migos,2017-12-31,58,356477,Stir Fry
A Boogie Wit da Hoodie,2017-12-31,59,348384,Drowning (feat. Kodak Black)
21 Savage,2017-12-31,60,343963,Ghostface Killers
The Chainsmokers,2017-12-31,61,341132,Closer
Huncho Jack,2017-12-31,62,336289,Dubai Shit
Drake,2017-12-31,63,332331,One Dance
Charlie Puth,2017-12-31,64,328877,Attention
BTS,2017-12-31,65,325673,MIC Drop (feat. Desiigner) [Steve Aoki Remix]
Kendrick Lamar,2017-12-31,66,325599,DNA.
6ix9ine,2017-12-31,67,320554,GUMMO
Imagine Dragons,2017-12-31,68,319695,Believer
Post Malone,2017-12-31,69,316914,Go Flex
Yo Gotti,2017-12-31,70,315406,Rake It Up
Childish Gambino,2017-12-31,71,312753,Redbone
Future,2017-12-31,72,310004,Mask Off
DJ Khaled,2017-12-31,73,303520,I'm the One
J Balvin,2017-12-31,74,299074,Mi Gente
Sam Hunt,2017-12-31,75,298900,Body Like A Back Road
Camila Cabello,2017-12-31,76,296614,Real Friends
Machine Gun Kelly,2017-12-31,77,290867,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)"
Post Malone,2017-12-31,78,290113,White Iverson
A$AP Ferg,2017-12-31,79,290033,Plain Jane REMIX
Bruno Mars,2017-12-31,80,288170,That's What I Like
Big Sean,2017-12-31,81,287934,Go Legend (& Metro Boomin)
Playboi Carti,2017-12-31,82,285296,Magnolia
Luis Fonsi,2017-12-31,83,285021,Échame La Culpa
SZA,2017-12-31,84,283050,Love Galore
Clean Bandit,2017-12-31,85,280148,I Miss You (feat. Julia Michaels)
Liam Payne,2017-12-31,86,276546,Strip That Down
G-Eazy,2017-12-31,87,276532,Sober
Calvin Harris,2017-12-31,88,273353,Slide
KYLE,2017-12-31,89,270704,iSpy (feat. Lil Yachty)
Drake,2017-12-31,90,269763,Passionfruit
Zedd,2017-12-31,91,269068,Stay
Shawn Mendes,2017-12-31,92,268741,There's Nothing Holdin' Me Back
Migos,2017-12-31,93,267897,Bad and Boujee (feat. Lil Uzi Vert)
Rich The Kid,2017-12-31,94,264501,New Freezer (feat. Kendrick Lamar)
Zac Efron,2017-12-31,95,264172,Rewrite The Stars
Lil Uzi Vert,2017-12-31,96,262128,Sauce It Up
Russ,2017-12-31,97,259404,Losin Control
Taylor Swift,2017-12-31,98,259081,Look What You Made Me Do
Quality Control,2017-12-31,99,258534,Ice Tray
SZA,2017-12-31,100,258343,The Weekend
Huncho Jack,2017-12-31,101,252832,Modern Slavery
Trouble,2017-12-31,102,252136,Bring It Back (with Drake & Mike WiLL Made-It)
James Arthur,2017-12-31,103,251728,Say You Won't Let Go
The Chainsmokers,2017-12-31,104,250295,Something Just Like This
Young Thug,2017-12-31,105,248855,Relationship (feat. Future)
Kendrick Lamar,2017-12-31,106,248524,LOYALTY. FEAT. RIHANNA.
blackbear,2017-12-31,107,248387,do re mi
Marvin Gaye,2017-12-31,108,247981,Ain't No Mountain High Enough
Bad Bunny,2017-12-31,109,247894,Sensualidad
Huncho Jack,2017-12-31,110,247478,Black & Chinese
Kane Brown,2017-12-31,111,246127,What Ifs
Kodak Black,2017-12-31,112,245063,Tunnel Vision
Big Sean,2017-12-31,113,244854,Bounce Back
Taylor Swift,2017-12-31,114,243466,Delicate
Kodak Black,2017-12-31,115,241221,Transportin'
2 Chainz,2017-12-31,116,240807,It's A Vibe
Michael Jackson,2017-12-31,117,240565,Billie Jean
Camila Cabello,2017-12-31,118,239504,Havana - Remix
ZAYN,2017-12-31,119,238898,Dusk Till Dawn - Radio Edit
Huncho Jack,2017-12-31,120,235824,Eye 2 Eye
Taylor Swift,2017-12-31,121,235216,...Ready For It?
Maroon 5,2017-12-31,122,233651,Wait
Tay-K,2017-12-31,123,233511,The Race
Martin Garrix,2017-12-31,124,231023,So Far Away
Hugh Jackman,2017-12-31,125,228598,The Greatest Show
The Weeknd,2017-12-31,126,227651,Starboy
DJ Khaled,2017-12-31,127,227428,Wild Thoughts
GoldLink,2017-12-31,128,226543,Crew
Keala Settle,2017-12-31,129,226196,This Is Me
Jaden Smith,2017-12-31,130,222797,Icon
Migos,2017-12-31,131,222781,T-Shirt
J. Cole,2017-12-31,132,222650,No Role Modelz
XXXTENTACION,2017-12-31,133,222263,Everybody Dies In Their Nightmares
Trippie Redd,2017-12-31,134,221237,Dark Knight Dummo (Feat. Travis Scott)
Big Shaq,2017-12-31,135,219184,Man's Not Hot
Chris Brown,2017-12-31,136,218839,Pills & Automobiles
Maluma,2017-12-31,137,217356,Corazón
XXXTENTACION,2017-12-31,138,215158,Look At Me!
Dua Lipa,2017-12-31,139,215072,IDGAF
Playboi Carti,2017-12-31,140,214542,wokeuplikethis*
Foster The People,2017-12-31,141,214195,Pumped Up Kicks
Ozuna,2017-12-31,142,213858,La Modelo
Jason Derulo,2017-12-31,143,213857,Tip Toe (feat. French Montana)
Niall Horan,2017-12-31,144,212491,Slow Hands
The Chainsmokers,2017-12-31,145,210511,Don't Let Me Down
Thomas Rhett,2017-12-31,146,209758,Marry Me
Lauv,2017-12-31,147,208977,I Like Me Better
Drake,2017-12-31,148,208445,Fake Love
The Jackson 5,2017-12-31,149,208170,I Want You Back
Lil Uzi Vert,2017-12-31,150,207986,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix
Macklemore & Ryan Lewis,2017-12-31,151,207023,Can't Hold Us - feat. Ray Dalton
Kygo,2017-12-31,152,206394,It Ain't Me (with Selena Gomez)
Loren Allred,2017-12-31,153,205503,Never Enough
Julia Michaels,2017-12-31,154,204097,Issues
J Balvin,2017-12-31,155,203964,Mi Gente (feat. Beyoncé)
DRAM,2017-12-31,156,203314,Broccoli (feat. Lil Yachty)
Huncho Jack,2017-12-31,157,202913,Motorcycle Patches
Hailee Steinfeld,2017-12-31,158,200401,Most Girls
Aminé,2017-12-31,159,199148,Caroline
Ziv Zaifman,2017-12-31,160,199125,A Million Dreams
Ozuna,2017-12-31,161,198695,Se Preparó
SZA,2017-12-31,162,198668,The Weekend - Funk Wav Remix
ZAYN,2017-12-31,163,197935,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
Danny Ocean,2017-12-31,164,197518,Me Rehúso
Travis Scott,2017-12-31,165,195300,beibs in the trap
Post Malone,2017-12-31,166,193782,No Option
Daryl Hall & John Oates,2017-12-31,167,193678,You Make My Dreams - Remastered
Trippie Redd,2017-12-31,168,192494,Love Scars
6ix9ine,2017-12-31,169,192187,KOODA
Thomas Rhett,2017-12-31,170,190901,Unforgettable
Kesha,2017-12-31,171,190490,Praying
Hugh Jackman,2017-12-31,172,190149,The Other Side
Chance The Rapper,2017-12-31,173,189709,No Problem (feat. Lil Wayne & 2 Chainz)
Drake,2017-12-31,174,187992,Portland
N.E.R.D,2017-12-31,175,187264,Lemon
Kygo,2017-12-31,176,187191,Stargazing
Bryson Tiller,2017-12-31,177,186967,Don't
Migos,2017-12-31,178,185573,Danger (with Migos & Marshmello)
Lil Uzi Vert,2017-12-31,179,185078,Money Longer
6LACK,2017-12-31,180,184538,PRBLMS
Sia,2017-12-31,181,183981,Cheap Thrills
Becky G,2017-12-31,182,182419,Mayores
Bryson Tiller,2017-12-31,183,182116,Exchange
Rae Sremmurd,2017-12-31,184,181595,Swang
