artist,end_date,rank,start_date,streams,title
Ed Sheeran,2017-03-10,49,2017-03-03,3524386,Save Myself
Big Sean,2017-03-10,50,2017-03-03,3450551,Moves
Travis Scott,2017-03-10,51,2017-03-03,3415123,goosebumps
Jon Bellion,2017-03-10,52,2017-03-03,3245567,All Time Low
Alessia Cara,2017-03-10,53,2017-03-03,3241922,"How Far I'll Go - From ""Moana"""
Future,2017-03-10,54,2017-03-03,3225561,Comin Out Strong
DRAM,2017-03-10,55,2017-03-03,3065043,Broccoli (feat. Lil Yachty)
Rae Sremmurd,2017-03-10,56,2017-03-03,3043561,Black Beatles
Childish Gambino,2017-03-10,57,2017-03-03,3007770,Redbone
21 Savage,2017-03-10,58,2017-03-03,2939106,No Heart
Starley,2017-03-10,59,2017-03-03,2924654,Call On Me - Ryan Riback Extended Remix
21 Savage,2017-03-10,60,2017-03-03,2922329,X (feat. Future)
Gucci Mane,2017-03-10,61,2017-03-03,2890213,Both (feat. Drake)
Chance The Rapper,2017-03-10,62,2017-03-03,2884436,No Problem (feat. Lil Wayne & 2 Chainz)
Luis Fonsi,2017-03-10,63,2017-03-03,2867453,Despacito (Featuring Daddy Yankee)
The Weeknd,2017-03-10,64,2017-03-03,2853376,Party Monster
AJR,2017-03-10,65,2017-03-03,2835341,Weak
Major Lazer,2017-03-10,66,2017-03-03,2740422,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)
Bruno Mars,2017-03-10,67,2017-03-03,2681301,24K Magic
Ayo & Teo,2017-03-10,68,2017-03-03,2652775,Rolex
Migos,2017-03-10,69,2017-03-03,2434172,Slippery (feat. Gucci Mane)
Drake,2017-03-10,70,2017-03-03,2406213,One Dance
Marian Hill,2017-03-10,71,2017-03-03,2346399,Down
Bebe Rexha,2017-03-10,72,2017-03-03,2345230,I Got You
The Vamps,2017-03-10,73,2017-03-03,2328506,All Night
J. Cole,2017-03-10,74,2017-03-03,2317990,Deja Vu
Russ,2017-03-10,75,2017-03-03,2306176,Losin Control
Big Sean,2017-03-10,76,2017-03-03,2264886,No Favors
Snakehips,2017-03-10,77,2017-03-03,2210522,Don't Leave
Clean Bandit,2017-03-10,78,2017-03-03,2206809,Rockabye (feat. Sean Paul & Anne-Marie)
Noah Cyrus,2017-03-10,79,2017-03-03,2201316,Make Me (Cry)
Drake,2017-03-10,80,2017-03-03,2193683,Sneakin??
Migos,2017-03-10,81,2017-03-03,2170875,Kelly Price (feat. Travis Scott)
Future,2017-03-10,82,2017-03-03,2154479,Low Life
PnB Rock,2017-03-10,83,2017-03-03,2135959,Selfish
Young Thug,2017-03-10,84,2017-03-03,2128007,pick up the phone
Rob $tone,2017-03-10,85,2017-03-03,2088175,Chill Bill
Post Malone,2017-03-10,86,2017-03-03,2085345,White Iverson
Steve Aoki,2017-03-10,87,2017-03-03,2072474,Just Hold On
Lil Uzi Vert,2017-03-10,88,2017-03-03,2045547,You Was Right
Hailee Steinfeld,2017-03-10,89,2017-03-03,2031672,Starving
Future,2017-03-10,90,2017-03-03,2018017,Rent Money
Martin Jensen,2017-03-10,91,2017-03-03,1984793,Solo Dance
Olivia Holt,2017-03-10,92,2017-03-03,1983075,History
Lauv,2017-03-10,93,2017-03-03,1909638,The Other
Petit Biscuit,2017-03-10,94,2017-03-03,1905809,Sunset Lover
Future,2017-03-10,95,2017-03-03,1890587,Draco
Ariana Grande,2017-03-10,96,2017-03-03,1886373,Side To Side
Twenty One Pilots,2017-03-10,97,2017-03-03,1882771,Heathens
Adele,2017-03-10,98,2017-03-03,1862716,Water Under the Bridge
J. Cole,2017-03-10,99,2017-03-03,1824970,No Role Modelz
Aaron Carter,2017-03-10,100,2017-03-03,1821626,Sooner Or Later
NAV,2017-03-10,101,2017-03-03,1816784,Some Way
2 Chainz,2017-03-10,102,2017-03-03,1775851,Good Drank
Martin Garrix,2017-03-10,103,2017-03-03,1758695,In the Name of Love
Flo Rida,2017-03-10,104,2017-03-03,1749723,Cake
Ugly God,2017-03-10,105,2017-03-03,1749019,Water
A R I Z O N A,2017-03-10,106,2017-03-03,1742336,Oceans Away
DJ Snake,2017-03-10,107,2017-03-03,1739294,Let Me Love You
Maroon 5,2017-03-10,108,2017-03-03,1729852,Don't Wanna Know
Stanaj,2017-03-10,109,2017-03-03,1727678,Romantic - NOTD Remix
Migos,2017-03-10,110,2017-03-03,1713389,Get Right Witcha
G-Eazy,2017-03-10,111,2017-03-03,1693576,Some Kind Of Drug
Kodak Black,2017-03-10,112,2017-03-03,1665331,Too Many Years
Drake,2017-03-10,113,2017-03-03,1662948,Too Good
Post Malone,2017-03-10,114,2017-03-03,1658505,Go Flex
Shawn Mendes,2017-03-10,115,2017-03-03,1646590,Mercy
The Weeknd,2017-03-10,116,2017-03-03,1644310,Reminder
Drake,2017-03-10,117,2017-03-03,1629741,Controlla
Rihanna,2017-03-10,118,2017-03-03,1629120,Needed Me
PARTYNEXTDOOR,2017-03-10,119,2017-03-03,1626501,Come and See Me (feat. Drake)
Mike WiLL Made-It,2017-03-10,120,2017-03-03,1625600,"Gucci On My (feat. 21 Savage, YG & Migos)"
Wale,2017-03-10,121,2017-03-03,1621548,Running Back (feat. Lil Wayne)
Bryson Tiller,2017-03-10,122,2017-03-03,1620722,Exchange
Bryson Tiller,2017-03-10,123,2017-03-03,1615781,Don't
The Chainsmokers,2017-03-10,124,2017-03-03,1611907,Don't Let Me Down
Lil Uzi Vert,2017-03-10,125,2017-03-03,1605491,Money Longer
Lil Uzi Vert,2017-03-10,126,2017-03-03,1600533,"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)"
6LACK,2017-03-10,127,2017-03-03,1595931,PRBLMS
JP Cooper,2017-03-10,128,2017-03-03,1591255,September Song
Travis Scott,2017-03-10,129,2017-03-03,1589682,beibs in the trap
Justin Timberlake,2017-03-10,130,2017-03-03,1589103,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")"
Kodak Black,2017-03-10,131,2017-03-03,1585237,No Flockin
Future,2017-03-10,132,2017-03-03,1579609,Sorry
Chris Brown,2017-03-10,133,2017-03-03,1569616,Party
Desiigner,2017-03-10,134,2017-03-03,1560035,Panda
Sabrina Carpenter,2017-03-10,135,2017-03-03,1553201,Thumbs
Chance The Rapper,2017-03-10,136,2017-03-03,1552715,All Night (feat. Knox Fortune)
Khalid,2017-03-10,137,2017-03-03,1551324,Saved
Alessia Cara,2017-03-10,138,2017-03-03,1543211,Scars To Your Beautiful
Ed Sheeran,2017-03-10,139,2017-03-03,1538525,Thinking Out Loud
MAX,2017-03-10,140,2017-03-03,1519734,Lights Down Low
Twenty One Pilots,2017-03-10,141,2017-03-03,1501511,Ride
Future,2017-03-10,142,2017-03-03,1499202,Used to This
Lil Wayne,2017-03-10,143,2017-03-03,1468303,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)"
Chance The Rapper,2017-03-10,144,2017-03-03,1464726,Same Drugs
Nebu Kiniza,2017-03-10,145,2017-03-03,1461281,Gassed Up
Isaiah,2017-03-10,146,2017-03-03,1449354,It's Gotta Be You
Post Malone,2017-03-10,147,2017-03-03,1448709,Deja Vu
Drake,2017-03-10,148,2017-03-03,1444796,Jumpman
Ed Sheeran,2017-03-10,149,2017-03-03,1435290,Photograph
Lil Uzi Vert,2017-03-10,150,2017-03-03,1422695,Erase Your Social
Meek Mill,2017-03-10,151,2017-03-03,1412693,Litty (feat. Tory Lanez)
Robin Schulz,2017-03-10,152,2017-03-03,1408827,Shed a Light
The Weeknd,2017-03-10,153,2017-03-03,1399275,Six Feet Under
Young Thug,2017-03-10,154,2017-03-03,1393709,Wyclef Jean
Shawn Mendes,2017-03-10,155,2017-03-03,1392151,Treat You Better
J. Cole,2017-03-10,156,2017-03-03,1372762,Neighbors
Twenty One Pilots,2017-03-10,157,2017-03-03,1368961,Stressed Out
A Boogie Wit da Hoodie,2017-03-10,158,2017-03-03,1367466,Timeless (DJ SPINKING)
Desiigner,2017-03-10,159,2017-03-03,1358773,Outlet
Major Lazer,2017-03-10,160,2017-03-03,1350348,Cold Water (feat. Justin Bieber & MØ)
Shakira,2017-03-10,161,2017-03-03,1346525,Chantaje
Lana Del Rey,2017-03-10,162,2017-03-03,1344513,Love
Ariana Grande,2017-03-10,163,2017-03-03,1343728,Everyday
Auli'i Cravalho,2017-03-10,164,2017-03-03,1332603,How Far I'll Go
Chance The Rapper,2017-03-10,165,2017-03-03,1327613,Juke Jam (feat. Justin Bieber & Towkio)
The Chainsmokers,2017-03-10,166,2017-03-03,1323275,All We Know
Lil Yachty,2017-03-10,167,2017-03-03,1310383,One Night
Khalid,2017-03-10,168,2017-03-03,1308351,8TEEN
Future,2017-03-10,169,2017-03-03,1303941,Incredible
Tee Grizzley,2017-03-10,170,2017-03-03,1303288,First Day Out
Lady Gaga,2017-03-10,171,2017-03-03,1302716,Million Reasons
Panic! At The Disco,2017-03-10,172,2017-03-03,1274148,Death Of A Bachelor
Chance The Rapper,2017-03-10,173,2017-03-03,1273817,Smoke Break (feat. Future)
Fifth Harmony,2017-03-10,174,2017-03-03,1271634,Work from Home
NAV,2017-03-10,175,2017-03-03,1270606,Up
Gryffin,2017-03-10,176,2017-03-03,1267522,Feel Good (feat. Daya)
Kodak Black,2017-03-10,177,2017-03-03,1260783,There He Go
Future,2017-03-10,178,2017-03-03,1259557,Use Me
The Weeknd,2017-03-10,179,2017-03-03,1254236,The Hills
Khalid,2017-03-10,180,2017-03-03,1254233,American Teen
Rihanna,2017-03-10,181,2017-03-03,1248604,Work
Bruno Mars,2017-03-10,182,2017-03-03,1246974,Versace On The Floor
DJ Khaled,2017-03-10,183,2017-03-03,1246757,Shining
gnash,2017-03-10,184,2017-03-03,1238513,"i hate u, i love u (feat. olivia o'brien)"
The Weeknd,2017-03-10,185,2017-03-03,1231523,Die For You
Sage The Gemini,2017-03-10,186,2017-03-03,1228907,Now and Later
Russ,2017-03-10,187,2017-03-03,1223183,What They Want
Eminem,2017-03-10,188,2017-03-03,1220077,'Till I Collapse
John Legend,2017-03-10,189,2017-03-03,1219633,Love Me Now
Chance The Rapper,2017-03-10,190,2017-03-03,1217656,All We Got (feat. Kanye West & Chicago Children's Choir)
Young M.A,2017-03-10,191,2017-03-03,1206703,OOOUUU
The Weeknd,2017-03-10,192,2017-03-03,1201411,Sidewalks
Future,2017-03-10,193,2017-03-03,1201170,I'm so Groovy
Khalid,2017-03-10,194,2017-03-03,1192720,Shot Down
Mike Posner,2017-03-10,195,2017-03-03,1190485,I Took A Pill In Ibiza - Seeb Remix
A Boogie Wit da Hoodie,2017-03-10,196,2017-03-03,1185531,My Shit
G-Eazy,2017-03-10,197,2017-03-03,1175718,"Me, Myself & I"
Eminem,2017-03-10,198,2017-03-03,1167925,Lose Yourself - Soundtrack Version
Jon Pardi,2017-03-10,199,2017-03-03,1163150,Dirt On My Boots
Big Sean,2017-03-10,200,2017-03-03,1161166,Jump Out The Window
Ed Sheeran,2017-03-17,1,2017-03-10,12232129,Shape of You
Future,2017-03-17,2,2017-03-10,9698196,Mask Off
KYLE,2017-03-17,3,2017-03-10,8585912,iSpy (feat. Lil Yachty)
Bruno Mars,2017-03-17,4,2017-03-10,8324022,That's What I Like
Kodak Black,2017-03-17,5,2017-03-10,7362300,Tunnel Vision
Migos,2017-03-17,6,2017-03-10,6841754,Bad and Boujee (feat. Lil Uzi Vert)
Kygo,2017-03-17,7,2017-03-10,6744950,It Ain't Me (with Selena Gomez)
Post Malone,2017-03-17,8,2017-03-10,6577117,Congratulations
The Chainsmokers,2017-03-17,9,2017-03-10,6411200,Something Just Like This
Ed Sheeran,2017-03-17,10,2017-03-10,6367733,Galway Girl
Big Sean,2017-03-17,11,2017-03-10,6357427,Bounce Back
Zedd,2017-03-17,12,2017-03-10,6176022,Stay (with Alessia Cara)
Julia Michaels,2017-03-17,13,2017-03-10,6022699,Issues
ZAYN,2017-03-17,14,2017-03-10,5702082,"I Don?�t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
The Chainsmokers,2017-03-17,15,2017-03-10,5661012,Paris
Migos,2017-03-17,16,2017-03-10,5578087,T-Shirt
Calvin Harris,2017-03-17,17,2017-03-10,5250358,Slide
Khalid,2017-03-17,18,2017-03-10,5120353,Location
Ed Sheeran,2017-03-17,19,2017-03-10,5009966,Castle on the Hill
Drake,2017-03-17,20,2017-03-10,4780111,Fake Love
The Weeknd,2017-03-17,21,2017-03-10,4637202,I Feel It Coming
Nicki Minaj,2017-03-17,22,2017-03-10,4597495,No Frauds
Rae Sremmurd,2017-03-17,23,2017-03-10,4479905,Swang
Future,2017-03-17,24,2017-03-10,4400873,Selfish
Lorde,2017-03-17,25,2017-03-10,4359699,Green Light
Sam Hunt,2017-03-17,26,2017-03-10,4274372,Body Like A Back Road
Ed Sheeran,2017-03-17,27,2017-03-10,4199965,Perfect
James Arthur,2017-03-17,28,2017-03-10,4108522,Say You Won't Let Go
Imagine Dragons,2017-03-17,29,2017-03-10,4103223,Believer
Maroon 5,2017-03-17,30,2017-03-10,4080254,Cold
The Weeknd,2017-03-17,31,2017-03-10,4044805,Starboy
Ed Sheeran,2017-03-17,32,2017-03-10,3900632,Dive
Ed Sheeran,2017-03-17,33,2017-03-10,3853930,Happier
Katy Perry,2017-03-17,34,2017-03-10,3744039,Chained To The Rhythm
The Chainsmokers,2017-03-17,35,2017-03-10,3695919,Closer
XXXTENTACION,2017-03-17,36,2017-03-10,3662153,Look At Me!
Ayo & Teo,2017-03-17,37,2017-03-10,3660359,Rolex
Travis Scott,2017-03-17,38,2017-03-10,3624358,goosebumps
Rihanna,2017-03-17,39,2017-03-10,3575148,Love On The Brain
Martin Garrix,2017-03-17,40,2017-03-10,3490559,Scared to Be Lonely
Big Sean,2017-03-17,41,2017-03-10,3457365,Moves
Aminé,2017-03-17,42,2017-03-10,3451896,Caroline
Ed Sheeran,2017-03-17,43,2017-03-10,3412460,New Man
Alessia Cara,2017-03-17,44,2017-03-10,3385981,"How Far I'll Go - From ""Moana"""
Jon Bellion,2017-03-17,45,2017-03-10,3307535,All Time Low
Ed Sheeran,2017-03-17,46,2017-03-10,3186863,What Do I Know?
Childish Gambino,2017-03-17,47,2017-03-10,3141230,Redbone
Frank Ocean,2017-03-17,48,2017-03-10,3139853,Chanel
DRAM,2017-03-17,49,2017-03-10,3127719,Broccoli (feat. Lil Yachty)
Starley,2017-03-17,50,2017-03-10,3002457,Call On Me - Ryan Riback Extended Remix
Rae Sremmurd,2017-03-17,51,2017-03-10,2874008,Black Beatles
Luis Fonsi,2017-03-17,52,2017-03-10,2777960,Despacito (Featuring Daddy Yankee)
Chance The Rapper,2017-03-17,53,2017-03-10,2730692,No Problem (feat. Lil Wayne & 2 Chainz)
21 Savage,2017-03-17,54,2017-03-10,2715027,X (feat. Future)
Gucci Mane,2017-03-17,55,2017-03-10,2711343,Both (feat. Drake)
AJR,2017-03-17,56,2017-03-10,2695405,Weak
Ed Sheeran,2017-03-17,57,2017-03-10,2674023,Barcelona
Future,2017-03-17,58,2017-03-10,2664021,Comin Out Strong
21 Savage,2017-03-17,59,2017-03-10,2654457,No Heart
Ed Sheeran,2017-03-17,60,2017-03-10,2605111,Supermarket Flowers
Major Lazer,2017-03-17,61,2017-03-10,2602753,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)
The Weeknd,2017-03-17,62,2017-03-10,2591012,Party Monster
Bruno Mars,2017-03-17,63,2017-03-10,2514972,24K Magic
Machine Gun Kelly,2017-03-17,64,2017-03-10,2509764,Bad Things (with Camila Cabello)
Ed Sheeran,2017-03-17,65,2017-03-10,2489754,Nancy Mulligan
Ed Sheeran,2017-03-17,66,2017-03-10,2462871,Hearts Don't Break Around Here
Ed Sheeran,2017-03-17,67,2017-03-10,2375734,How Would You Feel (Paean)
The Vamps,2017-03-17,68,2017-03-10,2359188,All Night
Drake,2017-03-17,69,2017-03-10,2349318,One Dance
Bebe Rexha,2017-03-17,70,2017-03-10,2349144,I Got You
Marian Hill,2017-03-17,71,2017-03-10,2336864,Down
Migos,2017-03-17,72,2017-03-10,2324895,Slippery (feat. Gucci Mane)
Drake,2017-03-17,73,2017-03-10,2248517,Sneakin??
Lorde,2017-03-17,74,2017-03-10,2213528,Liability
Ed Sheeran,2017-03-17,75,2017-03-10,2212741,Eraser
Clean Bandit,2017-03-17,76,2017-03-10,2173687,Rockabye (feat. Sean Paul & Anne-Marie)
